Discharge Time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1087.42,4.092,2.695,366.64,1438.66,2520.31,46.4
1045.83,4.002,2.686,259.81,1289.5,2319.6,4.6
1291.14,4.136,2.843,521.46,1840.28,2867.21,123.2
1029.78,4.009,2.699,295.13,1310.73,2293.44,6.5
1279.73,4.127,2.833,511.41,1725.99,2727.13,101.6
1313.1,4.115,2.808,440.36,1604.41,2678.97,92.1
1436.71,4.221,3.058,633.56,1969.83,2933.77,164.7
1207.88,4.1,2.774,422.29,1582.99,2622.04,82.8
1039.24,4.031,2.645,315.23,1305.75,2354.36,11.7
1258.3,4.111,2.817,457.67,1638.86,2699.73,94.2
1398.68,4.197,2.913,538.46,1916.22,2795.28,143.1
1496.2,4.223,3.08,642.66,2019.05,2986.54,169.5
1173.23,4.1,2.761,417.37,1551.71,2642.25,73.7
1162.67,4.074,2.772,387.21,1482.68,2590.76,55.1
1390.03,4.227,2.945,610.69,1938.61,2948.46,154.2
1095.86,4.053,2.699,349.88,1434.12,2473.31,33.3
1279.93,4.103,2.862,485.57,1739.75,2686.35,105.0
1218.54,4.081,2.78,411.7,1575.9,2581.56,69.6
1077.3,3.995,2.66,295.82,1360.8,2301.97,7.9
1157.78,4.105,2.738,384.19,1528.35,2548.37,59.7
1163.74,4.072,2.735,371.89,1444.94,2592.66,45.8
1322.95,4.175,2.834,527.91,1736.37,2843.43,116.9
1447.19,4.174,2.998,626.08,1927.84,2996.42,161.3
1173.88,4.069,2.739,356.9,1423.94,2515.44,46.3
1409.55,4.133,2.893,550.56,1875.25,2860.5,138.1
1039.37,3.971,2.718,305.01,1363.57,2387.24,10.4
1273.76,4.096,2.789,443.04,1655.13,2660.4,91.9
1052.35,4.036,2.739,306.42,1380.8,2457.86,12.9
1461.43,4.166,2.987,622.09,1949.65,2987.82,158.9
1339.45,4.151,2.881,563.9,1839.11,2878.48,130.5
1309.69,4.152,2.875,524.84,1692.45,2746.08,112.2
1418.76,4.18,2.928,526.51,1888.82,2860.62,140.2
1308.08,4.171,2.878,496.9,1713.08,2729.14,110.4
1505.13,4.194,2.967,604.32,2000.77,2928.63,164.8
1354.82,4.131,2.895,543.84,1820.09,2859.6,121.7
1436.03,4.162,2.971,615.59,1950.73,2975.53,157.3
1213.35,4.092,2.814,467.6,1649.76,2653.75,88.4
1060.93,3.994,2.709,321.47,1360.67,2377.97,20.8
1238.61,4.066,2.857,434.15,1663.95,2736.23,90.3
1077.4,4.057,2.658,305.99,1419.91,2429.36,22.4
1265.51,4.116,2.885,476.59,1692.02,2704.44,101.1
1214.19,4.144,2.824,446.22,1616.7,2693.36,82.5
1324.86,4.104,2.851,491.04,1660.43,2817.9,106.2
1024.57,3.985,2.646,289.63,1298.54,2308.09,2.7
1080.49,4.016,2.679,335.77,1386.42,2437.12,33.9
1234.27,4.081,2.789,457.83,1612.18,2643.96,84.0
1506.77,4.207,3.027,629.69,1975.88,2977.81,161.6
1190.17,4.083,2.776,403.51,1492.69,2578.85,65.8
1216.73,4.097,2.804,421.38,1584.09,2549.28,72.7
1326.81,4.167,2.836,520.49,1789.68,2767.84,121.8
1314.77,4.139,2.841,477.69,1721.06,2734.1,103.0
1202.02,4.033,2.787,381.55,1462.54,2583.77,51.5
1175.74,4.067,2.827,423.85,1593.84,2607.13,70.4
1078.46,4.039,2.697,361.47,1434.66,2506.18,37.8
1485.33,4.267,3.013,631.58,1952.27,2990.28,164.3
1092.47,4.034,2.705,323.47,1325.17,2404.69,23.1
1175.08,4.071,2.754,389.65,1516.6,2537.3,63.8
1000.9,4.01,2.72,303.16,1322.41,2356.63,5.4
1107.08,4.025,2.822,335.36,1441.68,2521.07,38.5
1395.01,4.159,2.873,557.1,1767.19,2798.68,132.9
1090.63,4.052,2.744,356.28,1404.2,2480.93,35.0
1064.61,4.007,2.713,308.66,1336.06,2355.24,14.5
1254.83,4.075,2.81,439.27,1663.25,2655.54,81.2
1026.84,3.992,2.729,282.86,1324.46,2301.52,2.7
1050.68,4.003,2.716,280.33,1330.09,2386.46,15.3
1415.22,4.133,2.855,555.07,1857.54,2830.06,137.5
1353.9,4.141,2.86,550.69,1783.89,2882.0,131.4
1428.87,4.154,2.948,601.38,1855.45,2943.84,155.7
1413.0,4.145,2.92,592.48,1875.86,2971.58,145.4
1317.05,4.111,2.863,492.08,1788.73,2795.18,116.5
1017.93,4.021,2.692,269.76,1319.27,2319.21,9.8
1427.08,4.184,2.853,565.19,1810.88,2787.41,133.3
1469.1,4.137,2.889,576.65,1908.27,2950.68,143.9
1381.09,4.19,2.851,566.77,1899.43,2838.16,136.0
1244.42,4.075,2.764,439.33,1585.83,2624.99,86.9
1109.98,4.055,2.768,361.51,1434.39,2533.01,40.4
1442.39,4.173,2.929,601.61,1864.78,2876.34,143.9
1384.73,4.156,2.856,553.21,1792.8,2849.46,123.9
1444.75,4.173,2.985,631.48,1971.34,3000.86,166.7
1093.12,3.987,2.69,322.82,1466.96,2351.16,27.3
1078.82,4.022,2.755,353.31,1427.4,2500.01,39.1
1149.39,4.044,2.748,374.47,1430.47,2426.23,36.8
1397.46,4.196,2.904,541.53,1845.71,2808.27,134.9
1074.04,4.01,2.72,321.49,1366.85,2359.88,32.6
1037.86,4.003,2.648,315.95,1329.47,2322.44,12.3
1491.96,4.185,3.061,639.35,1954.72,2984.71,169.8
1039.95,3.996,2.709,300.96,1349.71,2344.14,5.2
1435.32,4.127,2.912,568.15,1900.18,2892.85,142.2
1145.67,4.097,2.82,401.83,1510.98,2603.29,62.7
1458.67,4.167,2.972,572.0,1872.93,2823.15,143.2
1304.83,4.125,2.811,449.19,1694.78,2612.42,94.7
1423.43,4.175,2.963,607.94,1932.05,3031.62,153.4
1460.65,4.188,3.055,598.44,1893.23,2946.94,157.5
1063.25,4.016,2.714,293.55,1290.3,2351.96,2.5
1078.33,4.01,2.705,301.92,1361.76,2316.89,13.7
1113.95,4.047,2.748,338.18,1377.99,2518.17,43.3
1342.61,4.115,2.867,513.02,1752.48,2815.48,114.1
1512.93,4.166,2.961,604.06,1888.53,2846.8,151.1
1221.4,4.067,2.764,394.28,1633.57,2651.18,78.7
1274.88,4.103,2.829,483.4,1688.71,2749.97,103.6
1099.62,4.056,2.685,339.32,1388.86,2349.85,32.9
1399.23,4.195,2.939,565.45,1874.92,2873.4,137.0
1468.55,4.168,3.021,607.82,1947.67,2951.41,164.5
1141.52,4.055,2.77,369.76,1463.13,2521.52,46.4
1204.16,4.088,2.768,449.85,1629.07,2683.15,84.6
1035.3,4.037,2.748,294.46,1330.53,2400.3,15.6
1285.87,4.111,2.865,444.97,1628.17,2686.46,95.5
1195.5,4.096,2.762,430.37,1600.23,2643.27,86.0
1099.01,4.006,2.703,327.68,1371.66,2428.74,25.4
1159.97,4.053,2.78,404.63,1525.93,2609.25,75.7
1116.74,4.076,2.72,365.69,1508.85,2487.83,57.5
1236.15,4.107,2.807,483.55,1632.27,2681.23,89.2
1287.22,4.121,2.851,475.92,1703.83,2709.4,100.0
1053.37,3.981,2.675,281.87,1304.34,2322.82,2.4
1371.23,4.147,2.847,535.62,1783.21,2821.77,129.6
1338.58,4.156,2.902,519.69,1765.31,2795.39,121.5
1189.29,4.087,2.748,423.89,1501.09,2542.56,62.9
1016.49,3.979,2.678,311.24,1298.44,2393.84,9.9
1370.09,4.136,2.946,578.97,1804.75,2814.46,128.6
1444.91,4.163,3.024,635.48,1998.76,2972.34,162.4
1119.93,4.045,2.716,341.0,1423.08,2455.79,41.6
1151.96,4.076,2.725,386.53,1525.47,2496.1,55.7
1073.18,4.024,2.756,345.96,1410.14,2441.93,32.1
1279.85,4.098,2.858,481.89,1721.86,2737.85,98.5
1084.82,4.017,2.705,322.26,1372.03,2468.66,27.2
1199.53,4.112,2.731,420.49,1497.41,2590.42,61.2
1296.33,4.161,2.884,500.54,1773.26,2754.62,118.8
1265.49,4.123,2.844,471.42,1619.78,2701.61,95.7
1165.14,4.078,2.765,399.38,1547.92,2578.8,66.3
1221.7,4.079,2.753,403.85,1584.15,2633.99,72.0
1287.23,4.09,2.828,470.78,1702.41,2721.1,96.0
1031.88,3.971,2.702,304.66,1295.31,2303.43,2.0
1031.19,3.996,2.689,312.39,1326.98,2390.41,14.3
1456.32,4.156,2.966,600.91,1966.46,2941.22,149.9
1010.27,3.995,2.714,275.85,1330.56,2389.24,14.2
1298.14,4.137,2.911,537.34,1744.49,2797.61,120.4
1423.53,4.183,2.971,607.8,1936.99,2918.71,156.5
1130.57,4.035,2.713,373.14,1421.74,2488.41,46.7
1193.62,4.078,2.77,412.1,1494.88,2657.99,63.6
1197.35,4.106,2.88,472.54,1681.67,2657.99,97.1
1467.49,4.18,2.905,566.99,1868.79,2993.96,150.0
1470.8,4.173,2.931,644.89,1936.41,3035.0,160.2
1319.36,4.159,2.886,563.93,1765.71,2769.4,126.0
1054.67,3.999,2.694,320.87,1340.89,2356.99,15.6
1349.48,4.163,2.856,497.56,1726.87,2761.12,114.1
1210.27,4.072,2.776,430.48,1576.07,2573.57,70.3
1251.39,4.088,2.83,429.19,1616.81,2614.68,80.5
1002.56,4.013,2.696,296.92,1272.59,2384.93,9.3
1086.07,4.047,2.753,357.92,1434.9,2461.55,33.3
1362.26,4.175,2.837,567.69,1834.0,2878.22,134.6
1258.86,4.122,2.779,392.13,1554.52,2621.47,77.7
1161.28,4.067,2.73,378.35,1494.79,2516.29,52.0
1254.19,4.07,2.707,420.71,1594.28,2550.55,65.9
1407.91,4.159,2.946,564.7,1881.79,2919.12,145.4
1345.37,4.145,2.89,555.39,1758.41,2868.62,127.6
1128.56,4.078,2.734,340.61,1490.88,2459.68,47.0
1099.51,3.988,2.708,314.5,1404.67,2433.79,20.9
1113.95,4.027,2.746,367.24,1416.73,2502.97,43.6
1458.94,4.179,3.014,610.41,1914.71,2899.22,156.6
1280.45,4.096,2.852,492.11,1684.75,2656.23,99.3
1255.29,4.094,2.828,435.15,1590.59,2670.29,91.2
1269.1,4.152,2.907,492.33,1756.98,2703.31,101.8
1171.25,4.062,2.75,397.56,1527.22,2610.12,62.9
1389.7,4.168,2.878,552.17,1852.95,2851.91,137.4
1249.14,4.067,2.85,459.18,1651.94,2652.77,89.4
1088.32,3.994,2.768,316.44,1349.15,2384.19,20.7
1113.93,4.037,2.696,343.35,1349.74,2400.65,22.8
1234.95,4.137,2.86,466.38,1622.83,2694.81,91.7
1454.76,4.191,2.98,627.44,1915.44,2998.98,159.3
1127.7,4.049,2.774,367.34,1500.46,2480.38,53.1
1432.48,4.183,2.97,593.91,1939.83,2926.19,148.0
1357.96,4.099,2.881,538.33,1847.71,2784.64,130.1
1127.24,4.048,2.797,356.85,1437.57,2531.02,42.9
1059.08,3.978,2.754,312.99,1297.45,2286.39,7.1
995.34,4.028,2.678,308.83,1395.44,2440.94,18.2
1365.08,4.099,2.891,510.63,1768.51,2851.6,124.1
1088.65,4.02,2.758,350.04,1363.1,2425.67,34.7
1188.61,4.068,2.716,410.36,1539.99,2550.57,63.7
1216.43,4.081,2.809,468.5,1651.18,2584.02,85.8
1381.11,4.135,2.834,544.06,1715.56,2741.36,123.6
1086.09,4.033,2.731,312.39,1366.48,2387.56,20.1
1207.65,4.076,2.784,414.57,1523.45,2603.2,69.7
1250.65,4.074,2.792,444.45,1571.05,2690.22,83.0
1239.27,4.123,2.773,465.62,1645.28,2675.05,92.4
1384.73,4.167,2.906,532.61,1825.6,2869.87,139.3
1106.88,4.033,2.74,325.4,1340.97,2388.12,30.0
1375.4,4.142,2.918,572.42,1855.5,2862.18,137.5
1370.48,4.085,2.907,534.41,1764.53,2793.46,118.1
1257.21,4.089,2.859,455.22,1613.36,2720.01,94.9
1350.32,4.117,2.906,514.37,1728.61,2792.24,119.2
1248.57,4.065,2.767,409.05,1575.27,2636.92,70.6
1056.21,4.003,2.726,321.92,1387.35,2417.11,24.4
1322.16,4.132,2.832,519.93,1666.32,2765.72,113.5
1276.36,4.118,2.778,442.03,1604.32,2707.37,89.7
1330.8,4.146,2.887,509.71,1723.69,2785.45,109.1
1153.61,4.079,2.728,408.58,1521.72,2536.71,58.1
1435.27,4.163,2.935,602.15,1940.21,3007.99,154.3
1275.08,4.115,2.838,470.2,1706.01,2728.35,100.3
1087.84,4.04,2.697,310.68,1314.26,2385.61,15.4
1206.97,4.053,2.788,417.15,1593.62,2612.26,77.0
1369.3,4.176,2.965,542.44,1801.57,2850.79,128.8
1376.63,4.137,2.883,537.45,1825.07,2893.55,135.2
1253.05,4.1,2.821,454.91,1575.13,2658.79,84.6
1445.43,4.186,2.969,627.66,1927.49,2936.33,152.2
1104.97,4.051,2.777,354.05,1410.5,2457.75,46.2
1171.21,4.122,2.759,387.44,1525.2,2564.9,70.4
1393.69,4.173,2.962,618.22,1942.12,2899.4,152.9
1421.59,4.146,2.97,597.1,1914.75,2938.54,152.5
1350.5,4.142,2.826,505.04,1792.07,2739.43,116.9
1455.17,4.167,2.891,585.3,1881.09,2822.65,146.2
1070.18,4.021,2.705,290.99,1321.46,2327.41,16.0
1439.2,4.189,2.988,596.97,1930.19,2928.52,147.2
1150.72,4.057,2.749,362.53,1484.84,2604.97,55.2
1110.3,4.037,2.719,318.28,1407.03,2480.79,31.1
1124.68,4.044,2.774,337.13,1435.55,2440.28,41.5
1244.0,4.114,2.781,417.17,1569.16,2569.08,71.6
1120.28,4.036,2.766,331.65,1441.93,2466.26,43.5
1187.43,4.044,2.84,412.8,1523.15,2475.98,55.2
1094.27,4.037,2.699,317.29,1371.23,2405.86,23.8
1161.21,4.034,2.748,341.68,1469.81,2539.77,51.1
1223.12,4.119,2.842,455.01,1684.5,2668.23,97.7
1233.4,4.08,2.836,432.1,1536.16,2571.55,75.7
1162.61,4.062,2.763,410.45,1545.53,2586.59,59.6
1351.06,4.196,2.914,542.12,1760.74,2789.85,127.2
1403.79,4.202,2.976,603.46,1897.71,2895.1,152.0
1367.44,4.17,2.894,520.98,1800.13,2737.35,128.9
1159.9,4.071,2.75,407.62,1512.29,2582.33,57.1
1328.53,4.133,2.873,547.19,1853.04,2877.38,126.8
1042.81,4.028,2.812,332.84,1411.63,2412.21,26.7
1082.61,4.03,2.669,321.78,1321.87,2408.27,23.0
1187.09,4.067,2.723,397.83,1487.81,2573.88,59.4
1399.28,4.162,2.926,553.21,1810.17,2894.37,137.5
1149.37,4.035,2.748,371.4,1406.23,2484.99,42.6
1040.34,4.01,2.713,313.99,1303.39,2342.92,11.7
1069.68,4.008,2.689,320.47,1406.27,2405.41,23.3
1399.02,4.185,2.914,582.95,1883.63,2887.43,146.1
1265.18,4.083,2.842,462.17,1718.57,2758.85,108.1
1170.0,4.071,2.77,333.52,1456.83,2449.47,43.8
1293.3,4.081,2.794,472.7,1636.3,2742.8,94.8
1216.61,4.08,2.821,467.75,1642.21,2756.2,90.2
1319.07,4.136,2.842,519.09,1745.46,2735.15,111.8
1112.3,4.051,2.693,332.93,1509.93,2448.04,40.4
1418.17,4.213,2.91,623.88,1923.04,2872.75,147.1
1138.56,4.062,2.784,392.77,1538.36,2511.39,53.3
1344.52,4.135,2.854,509.82,1767.67,2860.17,118.3
1043.76,3.998,2.728,291.1,1305.73,2312.19,3.7
1187.8,4.101,2.772,373.57,1541.27,2577.99,64.0
1165.07,4.113,2.727,382.66,1465.0,2540.03,60.4
1255.28,4.101,2.835,468.17,1582.01,2606.06,92.8
1069.82,4.017,2.678,305.6,1293.67,2350.44,13.3
1396.76,4.155,2.9,583.96,1876.16,2854.06,134.5
1109.86,4.035,2.769,326.09,1413.72,2529.98,37.8
1325.31,4.17,2.827,509.84,1777.43,2708.8,115.4
1400.76,4.14,2.903,546.27,1887.9,2902.67,136.7
1256.56,4.062,2.794,490.02,1630.79,2709.6,96.0
1379.78,4.152,2.854,541.37,1846.03,2818.24,126.2
1291.55,4.153,2.846,505.7,1707.94,2726.63,112.9
1159.56,4.07,2.743,391.21,1515.16,2610.39,61.1
1410.42,4.17,2.911,552.54,1820.64,2882.01,137.7
1113.84,4.068,2.772,390.92,1485.86,2518.63,50.8
1233.56,4.113,2.807,473.07,1671.24,2702.61,97.5
1363.18,4.158,2.848,542.91,1829.06,2862.42,127.0
1138.25,4.081,2.794,409.92,1567.87,2542.59,65.0
1113.33,4.015,2.732,362.66,1531.78,2582.89,52.2
1237.4,4.089,2.851,459.28,1617.67,2718.84,78.6
1394.88,4.131,2.912,593.1,1884.39,2862.56,139.2
1493.02,4.185,2.987,617.75,1932.2,3003.33,158.2
1229.87,4.095,2.752,456.17,1651.71,2665.56,93.1
1315.9,4.15,2.825,515.01,1751.94,2722.63,112.8
1456.2,4.185,2.903,623.27,1887.9,2909.93,153.7
1027.85,4.021,2.717,338.4,1378.37,2405.98,17.7
1140.1,4.036,2.736,362.45,1431.38,2468.82,40.2
1355.38,4.16,2.896,526.42,1783.64,2816.39,120.8
1362.87,4.131,2.951,574.07,1818.79,2889.09,140.2
1420.08,4.152,2.973,558.08,1878.78,2884.35,145.8
1207.19,4.104,2.777,407.25,1589.4,2552.07,71.2
1038.53,4.001,2.709,314.88,1351.09,2382.11,16.1
1171.24,4.04,2.808,387.81,1604.57,2561.38,75.0
1120.68,4.068,2.714,355.06,1424.35,2480.27,40.0
1195.87,4.074,2.724,359.61,1480.18,2531.3,50.2
1366.05,4.167,2.949,574.01,1822.25,2750.28,131.5
1086.78,4.009,2.649,301.2,1349.21,2424.98,13.8
1386.35,4.197,2.944,569.7,1875.08,2867.75,140.9
1208.85,4.106,2.798,416.05,1560.98,2630.02,73.3
1304.53,4.147,2.804,479.9,1617.49,2697.39,101.7
1053.2,4.024,2.686,321.45,1343.83,2367.32,16.2
1154.07,4.064,2.753,381.92,1458.23,2613.15,58.0
1071.58,4.002,2.713,309.92,1359.42,2329.55,16.2
1525.73,4.167,3.03,644.46,1995.07,2952.86,163.5
1401.8,4.17,2.918,565.15,1783.29,2869.47,137.4
1205.72,4.099,2.802,439.28,1604.31,2532.46,78.7
1105.85,4.031,2.756,343.42,1437.81,2435.67,38.8
1525.83,4.198,3.012,625.13,1959.66,2986.53,158.8
1168.19,4.057,2.812,409.15,1476.69,2502.52,59.2
1068.62,4.042,2.753,339.79,1401.1,2437.39,28.2
1240.27,4.091,2.828,439.41,1632.45,2714.85,96.2
1422.91,4.167,3.021,632.81,1977.06,2981.38,160.5
1027.45,3.987,2.701,267.94,1294.8,2284.66,1.6
1133.34,4.058,2.745,340.82,1429.66,2489.0,41.2
1455.69,4.164,2.972,629.47,1964.98,2910.62,159.6
1087.44,4.048,2.729,319.28,1365.25,2426.02,29.9
1034.0,3.982,2.649,299.82,1337.78,2434.14,20.1
1275.7,4.105,2.861,470.07,1710.27,2672.1,97.4
1435.67,4.143,2.957,579.17,1927.11,2926.23,146.7
1213.61,4.039,2.797,411.28,1574.95,2640.08,81.6
1539.2,4.206,3.057,655.84,1977.19,3026.54,169.1
1306.37,4.129,2.886,527.22,1739.0,2701.43,115.8
1054.04,3.979,2.758,318.62,1330.17,2420.61,13.5
1517.17,4.188,3.076,633.24,1990.39,2922.87,168.8
1192.23,4.085,2.839,417.35,1597.14,2547.41,69.9
1134.17,4.044,2.775,363.15,1519.69,2561.38,49.6
1230.57,4.104,2.801,446.47,1720.46,2694.83,95.3
1180.43,4.047,2.77,364.89,1550.23,2509.25,52.4
1047.83,3.998,2.717,266.34,1289.18,2419.42,15.6
1030.84,3.98,2.663,268.73,1274.54,2320.34,1.2
1230.66,4.073,2.781,403.86,1567.31,2584.97,77.0
1394.43,4.151,2.92,580.66,1847.38,2937.81,142.4
1268.49,4.09,2.833,475.3,1719.17,2718.16,97.7
1532.92,4.192,3.08,624.29,2012.0,2948.25,169.9
1110.7,4.038,2.759,382.79,1425.61,2484.47,49.5
1188.97,4.028,2.763,359.18,1546.65,2470.85,48.4
1064.33,4.04,2.76,314.34,1331.5,2383.11,28.0
1055.31,4.05,2.739,304.83,1378.27,2427.9,28.7
1141.2,4.051,2.73,357.82,1474.77,2511.14,49.2
1441.82,4.158,2.975,556.86,1806.96,2874.77,135.0
1399.8,4.166,2.952,622.5,1943.54,2957.56,154.1
1482.48,4.216,3.023,637.04,1962.09,3016.67,165.8
1126.31,4.074,2.756,348.13,1460.23,2519.58,40.3
1435.04,4.172,3.045,605.54,1920.22,2937.86,149.9
1166.9,4.049,2.774,386.14,1427.06,2557.31,56.5
1045.14,4.022,2.692,293.77,1307.76,2437.99,20.1
1413.07,4.175,2.902,585.37,1925.09,2927.18,148.0
1301.65,4.114,2.8,486.83,1735.88,2712.85,108.5
1056.84,4.035,2.723,329.64,1358.56,2378.06,28.8
1203.36,4.1,2.805,411.74,1553.93,2570.32,73.6
1129.1,4.035,2.709,358.41,1470.94,2528.19,49.5
1345.36,4.196,2.895,557.69,1737.94,2807.29,125.5
1223.68,4.055,2.755,426.55,1659.02,2636.33,77.6
1448.45,4.181,3.03,652.24,1962.24,2982.3,168.2
1033.28,4.007,2.718,297.75,1316.36,2323.99,10.3
1227.54,4.11,2.746,405.26,1571.11,2457.3,61.0
1202.14,4.081,2.842,436.1,1605.8,2597.68,82.4
1271.67,4.075,2.791,459.77,1636.3,2730.72,86.0
1153.12,4.068,2.792,336.89,1464.86,2573.31,54.4
1338.1,4.139,2.953,534.12,1776.58,2784.42,124.2
1397.62,4.187,2.931,597.89,1875.48,2892.5,148.8
1469.25,4.186,3.072,626.78,1990.83,2937.74,159.6
1429.47,4.142,2.918,547.85,1830.16,2909.8,137.1
1407.8,4.216,2.921,572.67,1862.47,2933.69,144.7
1260.66,4.047,2.814,447.08,1635.18,2731.45,94.0
1429.51,4.2,2.916,580.23,1877.44,2839.9,140.6
1154.65,4.073,2.797,389.4,1502.33,2597.89,52.3
1150.45,4.06,2.819,383.26,1491.77,2578.61,68.3
1154.67,4.095,2.798,383.34,1496.29,2568.95,54.6
1260.14,4.061,2.76,419.26,1609.93,2648.37,80.0
1137.14,4.071,2.757,396.18,1514.56,2446.04,49.3
1409.94,4.15,2.973,640.95,1933.45,2952.97,163.5
1160.06,4.034,2.788,373.64,1457.77,2531.11,53.9
1051.94,3.989,2.693,309.98,1363.58,2356.48,17.6
1205.32,4.086,2.831,473.36,1641.95,2617.62,90.0
997.99,4.003,2.684,301.04,1358.36,2343.95,10.6
1086.5,3.998,2.658,288.84,1385.76,2450.06,19.7
1090.44,3.996,2.762,371.54,1435.05,2492.28,38.1
1198.19,4.097,2.827,443.33,1596.72,2612.42,79.5
1205.2,4.083,2.793,412.02,1571.73,2622.44,74.2
1374.15,4.166,2.852,570.84,1845.19,2808.03,136.1
1361.01,4.149,2.912,527.61,1802.52,2820.42,126.0
1197.75,4.099,2.765,408.04,1614.15,2531.14,73.0
1129.84,4.059,2.778,384.04,1444.9,2499.04,57.4
1139.22,4.078,2.744,389.12,1481.36,2566.9,54.5
1387.71,4.137,2.892,558.13,1832.81,2820.65,131.8
1038.96,3.988,2.713,312.83,1295.58,2340.31,9.8
1019.93,4.021,2.665,294.86,1279.12,2328.54,3.2
1436.49,4.184,2.908,581.89,1829.71,2920.81,135.4
1245.28,4.102,2.817,461.61,1647.0,2495.75,81.6
1092.0,4.001,2.78,326.23,1353.73,2373.38,23.1
1111.7,4.021,2.737,348.84,1416.17,2575.32,40.8
1467.82,4.212,3.018,616.74,1971.06,2999.04,158.6
1411.58,4.196,2.91,558.48,1875.53,2923.27,146.3
1362.51,4.138,2.928,525.04,1773.42,2810.53,121.0
1226.69,4.139,2.779,428.33,1578.36,2635.61,82.5
1253.44,4.109,2.81,440.93,1626.9,2616.39,88.9
1490.11,4.173,3.05,638.12,1979.69,2964.96,165.8
1480.34,4.187,3.0,602.91,1935.44,2970.38,164.2
1180.4,4.036,2.767,344.81,1420.84,2512.09,37.4
1379.67,4.162,2.901,569.71,1870.14,2883.1,138.1
1082.21,4.057,2.755,318.84,1351.75,2456.86,34.3
1123.54,4.017,2.766,367.26,1403.09,2438.94,37.1
1310.84,4.106,2.882,517.86,1830.0,2758.13,115.3
1185.52,4.088,2.803,429.54,1550.2,2523.62,69.4
1434.62,4.176,3.068,625.52,1981.06,2960.87,158.4
1065.43,4.058,2.718,314.78,1337.46,2332.63,16.0
1256.21,4.117,2.815,471.09,1622.8,2651.35,87.4
1446.72,4.172,2.992,632.95,1964.86,2983.75,156.2
1464.55,4.204,3.01,635.97,1961.68,2943.4,153.8
1035.13,4.039,2.791,327.54,1357.01,2440.5,27.5
1157.29,4.08,2.766,385.06,1496.25,2616.69,63.0
1292.55,4.118,2.818,471.49,1670.19,2765.6,105.6
1053.5,4.033,2.756,315.61,1359.37,2423.74,27.9
1438.34,4.151,2.985,645.59,2009.22,2896.96,164.6
1444.82,4.209,2.987,652.44,1934.89,2923.52,155.6
1103.39,3.957,2.732,355.19,1426.37,2430.78,29.2
1098.64,4.008,2.71,316.11,1328.86,2403.99,21.5
1037.96,3.977,2.704,319.82,1305.79,2315.36,15.4
1467.93,4.171,2.926,600.89,1918.1,2944.2,154.7
1113.44,4.03,2.703,333.38,1417.93,2481.46,33.7
1228.56,4.054,2.813,398.6,1560.16,2586.32,71.4
1204.74,4.029,2.732,411.09,1608.54,2641.03,76.9
1241.75,4.12,2.836,489.43,1708.88,2697.9,102.2
1047.74,4.048,2.693,326.61,1341.37,2380.5,13.1
1086.63,4.032,2.677,366.72,1452.28,2549.01,39.3
1443.66,4.205,3.043,640.85,1979.75,2935.14,158.4
1441.5,4.211,2.944,620.49,1855.27,2889.91,154.5
1372.02,4.116,2.923,553.6,1831.8,2878.41,133.0
1028.17,3.986,2.677,281.68,1317.32,2325.35,4.3
1174.37,4.034,2.736,392.27,1577.03,2509.83,56.3
1292.06,4.106,2.841,467.09,1714.74,2714.27,107.1
1143.31,4.083,2.738,357.52,1399.26,2515.88,47.5
1450.05,4.186,2.97,597.44,1972.74,2938.39,154.7
1327.63,4.139,2.827,513.25,1685.6,2799.67,108.1
1041.34,4.005,2.672,283.76,1340.68,2387.66,13.2
1447.39,4.157,3.006,622.94,1945.67,2974.68,154.6
1466.97,4.205,3.015,636.59,1970.97,2970.6,162.9
1044.4,4.033,2.702,312.09,1266.73,2394.39,14.1
1234.17,4.109,2.791,448.94,1636.91,2677.47,91.0
1124.0,4.064,2.803,353.84,1437.7,2597.61,52.3
1206.51,4.049,2.776,413.47,1561.32,2604.01,67.4
1064.42,4.043,2.669,349.74,1372.94,2384.5,31.4
1268.31,4.139,2.84,480.57,1617.39,2702.91,98.7
1501.84,4.199,2.992,628.71,1988.69,2979.12,162.9
1230.69,4.06,2.836,428.09,1588.57,2659.15,86.0
1071.33,4.041,2.736,298.25,1338.25,2411.7,15.0
1282.46,4.102,2.873,495.95,1689.78,2719.7,105.8
1136.54,4.07,2.751,376.19,1536.62,2551.27,58.5
1380.55,4.189,2.94,571.38,1913.63,2936.68,145.7
1239.59,4.104,2.797,398.88,1584.61,2557.93,74.5
1068.77,3.995,2.756,348.54,1405.27,2413.59,33.6
1115.12,4.033,2.698,347.69,1394.08,2527.65,33.3
1348.88,4.153,2.904,566.21,1786.58,2826.2,130.9
1162.07,4.075,2.802,331.32,1440.89,2534.5,45.9
1428.24,4.161,2.885,565.84,1835.92,2883.17,130.7
1060.69,4.063,2.731,361.26,1476.05,2409.29,35.8
1127.25,4.069,2.838,399.98,1514.72,2504.24,55.4
1240.75,4.087,2.791,433.34,1620.98,2635.76,79.7
1481.06,4.192,2.955,627.55,1952.67,2933.87,160.4
1481.31,4.216,2.99,622.35,1962.83,2969.11,158.5
1088.94,4.008,2.782,331.17,1353.65,2482.94,36.0
1220.77,4.084,2.801,381.06,1501.58,2571.35,61.5
1081.49,4.01,2.69,330.63,1400.05,2421.58,26.2
